,idd,date1,country,cases
6972,6972,2020-03-04,China,75
6973,6973,2020-03-05,China,75
6974,6974,2020-03-06,China,75
6975,6975,2020-03-07,China,75
6976,6976,2020-03-08,China,75
6977,6977,2020-03-09,China,75
6978,6978,2020-03-10,China,75
6979,6979,2020-03-11,China,75
6980,6980,2020-03-12,China,75
6981,6981,2020-03-13,China,75
6982,6982,2020-03-14,China,75
6983,6983,2020-03-15,China,75
6984,6984,2020-03-16,China,75
6985,6985,2020-03-17,China,75
6986,6986,2020-03-18,China,75
6987,6987,2020-03-19,China,75
6988,6988,2020-03-20,China,75
6989,6989,2020-03-21,China,75
6990,6990,2020-03-22,China,75
6991,6991,2020-03-23,China,75
6992,6992,2020-03-24,China,75
6993,6993,2020-03-25,China,75
6994,6994,2020-03-26,China,75
6995,6995,2020-03-27,China,75
6996,6996,2020-03-28,China,75
6997,6997,2020-03-29,China,75
6998,6998,2020-03-30,China,75
6999,6999,2020-03-31,China,75
7000,7000,2020-04-01,China,75
7001,7001,2020-04-02,China,75
7002,7002,2020-04-03,China,75
7003,7003,2020-04-04,China,75
7004,7004,2020-04-05,China,75
7005,7005,2020-04-06,China,75
7006,7006,2020-04-07,China,75
7007,7007,2020-04-08,China,75
7008,7008,2020-04-09,China,75
7009,7009,2020-04-10,China,75
7010,7010,2020-04-11,China,75
7011,7011,2020-04-12,China,75
7012,7012,2020-04-13,China,75
7013,7013,2020-04-14,China,75
7014,7014,2020-04-15,China,75
7015,7015,2020-04-16,China,75
7016,7016,2020-04-17,China,75
7017,7017,2020-04-18,China,75
7018,7018,2020-04-19,China,75
7019,7019,2020-04-20,China,75
7020,7020,2020-04-21,China,75
7021,7021,2020-04-22,China,75
7022,7022,2020-04-23,China,75
7023,7023,2020-04-24,China,75
7024,7024,2020-04-25,China,75
7025,7025,2020-04-26,China,75
7026,7026,2020-04-27,China,75
7027,7027,2020-04-28,China,75
7028,7028,2020-04-29,China,75
7029,7029,2020-01-22,China,0
7030,7030,2020-01-23,China,0
7031,7031,2020-01-24,China,0
7032,7032,2020-01-25,China,1
7033,7033,2020-01-26,China,1
7034,7034,2020-01-27,China,6
7035,7035,2020-01-28,China,6
7036,7036,2020-01-29,China,6
7037,7037,2020-01-30,China,8
7038,7038,2020-01-31,China,8
7039,7039,2020-02-01,China,9
7040,7040,2020-02-02,China,11
7041,7041,2020-02-03,China,13
7042,7042,2020-02-04,China,15
7043,7043,2020-02-05,China,17
7044,7044,2020-02-06,China,18
7045,7045,2020-02-07,China,18
7046,7046,2020-02-08,China,18
7047,7047,2020-02-09,China,18
7048,7048,2020-02-10,China,18
7049,7049,2020-02-11,China,18
7050,7050,2020-02-12,China,18
7051,7051,2020-02-13,China,18
7052,7052,2020-02-14,China,18
7053,7053,2020-02-15,China,18
7054,7054,2020-02-16,China,18
7055,7055,2020-02-17,China,18
7056,7056,2020-02-18,China,18
7057,7057,2020-02-19,China,18
7058,7058,2020-02-20,China,18
7059,7059,2020-02-21,China,18
7060,7060,2020-02-22,China,18
7061,7061,2020-02-23,China,18
7062,7062,2020-02-24,China,18
7063,7063,2020-02-25,China,18
7064,7064,2020-02-26,China,18
7065,7065,2020-02-27,China,18
7066,7066,2020-02-28,China,18
7067,7067,2020-02-29,China,18
7068,7068,2020-03-01,China,18
7069,7069,2020-03-02,China,18
7070,7070,2020-03-03,China,18
7071,7071,2020-03-04,China,18
7072,7072,2020-03-05,China,18
7073,7073,2020-03-06,China,18
7074,7074,2020-03-07,China,18
7075,7075,2020-03-08,China,18
7076,7076,2020-03-09,China,18
7077,7077,2020-03-10,China,18
7078,7078,2020-03-11,China,18
7079,7079,2020-03-12,China,18
7080,7080,2020-03-13,China,18
7081,7081,2020-03-14,China,18
7082,7082,2020-03-15,China,18
7083,7083,2020-03-16,China,18
7084,7084,2020-03-17,China,18
7085,7085,2020-03-18,China,18
7086,7086,2020-03-19,China,18
7087,7087,2020-03-20,China,18
7088,7088,2020-03-21,China,18
7089,7089,2020-03-22,China,18
7090,7090,2020-03-23,China,18
7091,7091,2020-03-24,China,18
7092,7092,2020-03-25,China,18
7093,7093,2020-03-26,China,18
7094,7094,2020-03-27,China,18
7095,7095,2020-03-28,China,18
7096,7096,2020-03-29,China,18
7097,7097,2020-03-30,China,18
7098,7098,2020-03-31,China,18
7099,7099,2020-04-01,China,18
7100,7100,2020-04-02,China,18
7101,7101,2020-04-03,China,18
7102,7102,2020-04-04,China,18
7103,7103,2020-04-05,China,18
7104,7104,2020-04-06,China,18
7105,7105,2020-04-07,China,18
7106,7106,2020-04-08,China,18
7107,7107,2020-04-09,China,18
7108,7108,2020-04-10,China,18
7109,7109,2020-04-11,China,18
7110,7110,2020-04-12,China,18
7111,7111,2020-04-13,China,18
7112,7112,2020-04-14,China,18
7113,7113,2020-04-15,China,18
7114,7114,2020-04-16,China,18
7115,7115,2020-04-17,China,18
7116,7116,2020-04-18,China,18
7117,7117,2020-04-19,China,18
7118,7118,2020-04-20,China,18
7119,7119,2020-04-21,China,18
7120,7120,2020-04-22,China,18
7121,7121,2020-04-23,China,18
7122,7122,2020-04-24,China,18
7123,7123,2020-04-25,China,18
7124,7124,2020-04-26,China,18
7125,7125,2020-04-27,China,18
7126,7126,2020-04-28,China,18
7127,7127,2020-04-29,China,18
7128,7128,2020-01-22,China,0
7129,7129,2020-01-23,China,3
7130,7130,2020-01-24,China,5
7131,7131,2020-01-25,China,15
7132,7132,2020-01-26,China,22
7133,7133,2020-01-27,China,35
7134,7134,2020-01-28,China,46
7135,7135,2020-01-29,China,56
7136,7136,2020-01-30,China,63
7137,7137,2020-01-31,China,87
7138,7138,2020-02-01,China,101
7139,7139,2020-02-02,China,116
7140,7140,2020-02-03,China,128
7141,7141,2020-02-04,China,142
7142,7142,2020-02-05,China,165
7143,7143,2020-02-06,China,173
7144,7144,2020-02-07,China,184
7145,7145,2020-02-08,China,195
7146,7146,2020-02-09,China,208
7147,7147,2020-02-10,China,213
7148,7148,2020-02-11,China,219
7149,7149,2020-02-12,China,225
7150,7150,2020-02-13,China,229
7151,7151,2020-02-14,China,230
7152,7152,2020-02-15,China,232
7153,7153,2020-02-16,China,236
7154,7154,2020-02-17,China,240
7155,7155,2020-02-18,China,240
7156,7156,2020-02-19,China,242
7157,7157,2020-02-20,China,245
7158,7158,2020-02-21,China,245
7159,7159,2020-02-22,China,245
7160,7160,2020-02-23,China,245
7161,7161,2020-02-24,China,245
7162,7162,2020-02-25,China,245
7163,7163,2020-02-26,China,245
7164,7164,2020-02-27,China,245
7165,7165,2020-02-28,China,245
7166,7166,2020-02-29,China,245
7167,7167,2020-03-01,China,245
7168,7168,2020-03-02,China,245
7169,7169,2020-03-03,China,245
7170,7170,2020-03-04,China,245
7171,7171,2020-03-05,China,245
7172,7172,2020-03-06,China,245
7173,7173,2020-03-07,China,245
7174,7174,2020-03-08,China,245
7175,7175,2020-03-09,China,245
7176,7176,2020-03-10,China,245
7177,7177,2020-03-11,China,245
7178,7178,2020-03-12,China,245
7179,7179,2020-03-13,China,245
7180,7180,2020-03-14,China,245
7181,7181,2020-03-15,China,245
7182,7182,2020-03-16,China,245
7183,7183,2020-03-17,China,246
7184,7184,2020-03-18,China,246
7185,7185,2020-03-19,China,246
7186,7186,2020-03-20,China,247
7187,7187,2020-03-21,China,248
7188,7188,2020-03-22,China,248
7189,7189,2020-03-23,China,248
7190,7190,2020-03-24,China,249
7191,7191,2020-03-25,China,250
7192,7192,2020-03-26,China,253
7193,7193,2020-03-27,China,253
7194,7194,2020-03-28,China,253
7195,7195,2020-03-29,China,253
7196,7196,2020-03-30,China,253
7197,7197,2020-03-31,China,253
7198,7198,2020-04-01,China,255
7199,7199,2020-04-02,China,255
7200,7200,2020-04-03,China,255
7201,7201,2020-04-04,China,256
7202,7202,2020-04-05,China,256
7203,7203,2020-04-06,China,256
7204,7204,2020-04-07,China,256
7205,7205,2020-04-08,China,256
7206,7206,2020-04-09,China,256
7207,7207,2020-04-10,China,256
7208,7208,2020-04-11,China,256
7209,7209,2020-04-12,China,256
7210,7210,2020-04-13,China,256
7211,7211,2020-04-14,China,256
7212,7212,2020-04-15,China,256
7213,7213,2020-04-16,China,256
7214,7214,2020-04-17,China,256
7215,7215,2020-04-18,China,256
7216,7216,2020-04-19,China,256
7217,7217,2020-04-20,China,256
7218,7218,2020-04-21,China,277
7219,7219,2020-04-22,China,279
7220,7220,2020-04-23,China,279
7221,7221,2020-04-24,China,286
7222,7222,2020-04-25,China,286
7223,7223,2020-04-26,China,286
7224,7224,2020-04-27,China,286
7225,7225,2020-04-28,China,306
7226,7226,2020-04-29,China,306
7227,7227,2020-01-22,China,2
7228,7228,2020-01-23,China,6
7229,7229,2020-01-24,China,15
7230,7230,2020-01-25,China,27
7231,7231,2020-01-26,China,46
7232,7232,2020-01-27,China,75
7233,7233,2020-01-28,China,95
7234,7234,2020-01-29,China,130
7235,7235,2020-01-30,China,158
7236,7236,2020-01-31,China,184
7237,7237,2020-02-01,China,206
7238,7238,2020-02-02,China,230
7239,7239,2020-02-03,China,259
7240,7240,2020-02-04,China,275
7241,7241,2020-02-05,China,307
7242,7242,2020-02-06,China,347
7243,7243,2020-02-07,China,386
7244,7244,2020-02-08,China,416
7245,7245,2020-02-09,China,444
7246,7246,2020-02-10,China,466
7247,7247,2020-02-11,China,487
7248,7248,2020-02-12,China,497
7249,7249,2020-02-13,China,509
7250,7250,2020-02-14,China,523
7251,7251,2020-02-15,China,532
7252,7252,2020-02-16,China,537
7253,7253,2020-02-17,China,541
7254,7254,2020-02-18,China,543
7255,7255,2020-02-19,China,544
7256,7256,2020-02-20,China,546
7257,7257,2020-02-21,China,749
7258,7258,2020-02-22,China,750
7259,7259,2020-02-23,China,754
7260,7260,2020-02-24,China,755
7261,7261,2020-02-25,China,756
7262,7262,2020-02-26,China,756
7263,7263,2020-02-27,China,756
7264,7264,2020-02-28,China,756
7265,7265,2020-02-29,China,756
7266,7266,2020-03-01,China,758
7267,7267,2020-03-02,China,758
7268,7268,2020-03-03,China,758
7269,7269,2020-03-04,China,758
7270,7270,2020-03-05,China,758
7271,7271,2020-03-06,China,758
7272,7272,2020-03-07,China,758
7273,7273,2020-03-08,China,758
7274,7274,2020-03-09,China,758
7275,7275,2020-03-10,China,758
7276,7276,2020-03-11,China,760
7277,7277,2020-03-12,China,760
7278,7278,2020-03-13,China,760
7279,7279,2020-03-14,China,760
7280,7280,2020-03-15,China,760
7281,7281,2020-03-16,China,760
7282,7282,2020-03-17,China,761
7283,7283,2020-03-18,China,761
7284,7284,2020-03-19,China,761
7285,7285,2020-03-20,China,762
7286,7286,2020-03-21,China,764
7287,7287,2020-03-22,China,767
7288,7288,2020-03-23,China,768
7289,7289,2020-03-24,China,768
7290,7290,2020-03-25,China,769
7291,7291,2020-03-26,China,771
7292,7292,2020-03-27,China,772
7293,7293,2020-03-28,China,772
7294,7294,2020-03-29,China,772
7295,7295,2020-03-30,China,773
7296,7296,2020-03-31,China,774
7297,7297,2020-04-01,China,774
7298,7298,2020-04-02,China,775
7299,7299,2020-04-03,China,778
7300,7300,2020-04-04,China,778
7301,7301,2020-04-05,China,779
7302,7302,2020-04-06,China,780
7303,7303,2020-04-07,China,781
7304,7304,2020-04-08,China,783
7305,7305,2020-04-09,China,783
7306,7306,2020-04-10,China,783
7307,7307,2020-04-11,China,784
7308,7308,2020-04-12,China,784
7309,7309,2020-04-13,China,784
7310,7310,2020-04-14,China,784
7311,7311,2020-04-15,China,784
7312,7312,2020-04-16,China,784
7313,7313,2020-04-17,China,787
7314,7314,2020-04-18,China,787
7315,7315,2020-04-19,China,787
7316,7316,2020-04-20,China,787
7317,7317,2020-04-21,China,787
7318,7318,2020-04-22,China,787
7319,7319,2020-04-23,China,787
7320,7320,2020-04-24,China,787
7321,7321,2020-04-25,China,787
7322,7322,2020-04-26,China,787
7323,7323,2020-04-27,China,787
7324,7324,2020-04-28,China,787
7325,7325,2020-04-29,China,787
7326,7326,2020-01-22,China,9
7327,7327,2020-01-23,China,16
7328,7328,2020-01-24,China,20
7329,7329,2020-01-25,China,33
7330,7330,2020-01-26,China,40
7331,7331,2020-01-27,China,53
7332,7332,2020-01-28,China,66
7333,7333,2020-01-29,China,96
7334,7334,2020-01-30,China,112
7335,7335,2020-01-31,China,135
7336,7336,2020-02-01,China,169
7337,7337,2020-02-02,China,182
7338,7338,2020-02-03,China,203
7339,7339,2020-02-04,China,219
7340,7340,2020-02-05,China,243
7341,7341,2020-02-06,China,257
7342,7342,2020-02-07,China,277
7343,7343,2020-02-08,China,286
7344,7344,2020-02-09,China,293
7345,7345,2020-02-10,China,299
7346,7346,2020-02-11,China,303
7347,7347,2020-02-12,China,311
7348,7348,2020-02-13,China,315
7349,7349,2020-02-14,China,318
7350,7350,2020-02-15,China,326
7351,7351,2020-02-16,China,328
7352,7352,2020-02-17,China,333
7353,7353,2020-02-18,China,333
7354,7354,2020-02-19,China,333
7355,7355,2020-02-20,China,334
7356,7356,2020-02-21,China,334
7357,7357,2020-02-22,China,335
7358,7358,2020-02-23,China,335
7359,7359,2020-02-24,China,335
7360,7360,2020-02-25,China,336
7361,7361,2020-02-26,China,337
7362,7362,2020-02-27,China,337
7363,7363,2020-02-28,China,337
7364,7364,2020-02-29,China,337
7365,7365,2020-03-01,China,337
7366,7366,2020-03-02,China,337
7367,7367,2020-03-03,China,338
7368,7368,2020-03-04,China,338
7369,7369,2020-03-05,China,339
7370,7370,2020-03-06,China,342
7371,7371,2020-03-07,China,342
7372,7372,2020-03-08,China,342
7373,7373,2020-03-09,China,342
7374,7374,2020-03-10,China,344
7375,7375,2020-03-11,China,344
7376,7376,2020-03-12,China,344
7377,7377,2020-03-13,China,346
7378,7378,2020-03-14,China,353
7379,7379,2020-03-15,China,353
7380,7380,2020-03-16,China,355
7381,7381,2020-03-17,China,358
7382,7382,2020-03-18,China,361
7383,7383,2020-03-19,China,363
7384,7384,2020-03-20,China,371
7385,7385,2020-03-21,China,380
7386,7386,2020-03-22,China,404
7387,7387,2020-03-23,China,404
7388,7388,2020-03-24,China,414
7389,7389,2020-03-25,China,433
7390,7390,2020-03-26,China,451
7391,7391,2020-03-27,China,468
7392,7392,2020-03-28,China,485
7393,7393,2020-03-29,China,492
7394,7394,2020-03-30,China,498
7395,7395,2020-03-31,China,509
7396,7396,2020-04-01,China,516
7397,7397,2020-04-02,China,522
7398,7398,2020-04-03,China,526
7399,7399,2020-04-04,China,529
7400,7400,2020-04-05,China,531
7401,7401,2020-04-06,China,536
7402,7402,2020-04-07,China,538
7403,7403,2020-04-08,China,543
7404,7404,2020-04-09,China,552
7405,7405,2020-04-10,China,555
7406,7406,2020-04-11,China,555
7407,7407,2020-04-12,China,607
7408,7408,2020-04-13,China,618
7409,7409,2020-04-14,China,618
7410,7410,2020-04-15,China,622
7411,7411,2020-04-16,China,628
7412,7412,2020-04-17,China,628
7413,7413,2020-04-18,China,628
7414,7414,2020-04-19,China,635
7415,7415,2020-04-20,China,638
7416,7416,2020-04-21,China,638
7417,7417,2020-04-22,China,639
7418,7418,2020-04-23,China,641
7419,7419,2020-04-24,China,641
7420,7420,2020-04-25,China,642
7421,7421,2020-04-26,China,642
7422,7422,2020-04-27,China,644
7423,7423,2020-04-28,China,645
7424,7424,2020-04-29,China,647
7425,7425,2020-01-22,China,1
7426,7426,2020-01-23,China,1
7427,7427,2020-01-24,China,1
7428,7428,2020-01-25,China,6
7429,7429,2020-01-26,China,9
7430,7430,2020-01-27,China,13
7431,7431,2020-01-28,China,27
7432,7432,2020-01-29,China,27
7433,7433,2020-01-30,China,35
7434,7434,2020-01-31,China,39
7435,7435,2020-02-01,China,47
7436,7436,2020-02-02,China,66
7437,7437,2020-02-03,China,74
7438,7438,2020-02-04,China,81
7439,7439,2020-02-05,China,81
7440,7440,2020-02-06,China,96
7441,7441,2020-02-07,China,104
7442,7442,2020-02-08,China,115
7443,7443,2020-02-09,China,119
7444,7444,2020-02-10,China,119
7445,7445,2020-02-11,China,124
7446,7446,2020-02-12,China,126
7447,7447,2020-02-13,China,126
7448,7448,2020-02-14,China,127
7449,7449,2020-02-15,China,128
7450,7450,2020-02-16,China,129
7451,7451,2020-02-17,China,130
7452,7452,2020-02-18,China,131
7453,7453,2020-02-19,China,131
7454,7454,2020-02-20,China,132
7455,7455,2020-02-21,China,132
7456,7456,2020-02-22,China,132
7457,7457,2020-02-23,China,132
7458,7458,2020-02-24,China,133
7459,7459,2020-02-25,China,133
7460,7460,2020-02-26,China,133
7461,7461,2020-02-27,China,133
7462,7462,2020-02-28,China,133
7463,7463,2020-02-29,China,133
7464,7464,2020-03-01,China,133
7465,7465,2020-03-02,China,133
7466,7466,2020-03-03,China,133
7467,7467,2020-03-04,China,133
7468,7468,2020-03-05,China,133
7469,7469,2020-03-06,China,133
7470,7470,2020-03-07,China,133
7471,7471,2020-03-08,China,133
7472,7472,2020-03-09,China,133
7473,7473,2020-03-10,China,133
7474,7474,2020-03-11,China,133
7475,7475,2020-03-12,China,133
7476,7476,2020-03-13,China,133
7477,7477,2020-03-14,China,133
7478,7478,2020-03-15,China,133
7479,7479,2020-03-16,China,133
7480,7480,2020-03-17,China,133
7481,7481,2020-03-18,China,133
7482,7482,2020-03-19,China,133
7483,7483,2020-03-20,China,133
7484,7484,2020-03-21,China,133
7485,7485,2020-03-22,China,133
7486,7486,2020-03-23,China,134
7487,7487,2020-03-24,China,134
7488,7488,2020-03-25,China,134
7489,7489,2020-03-26,China,135
7490,7490,2020-03-27,China,135
7491,7491,2020-03-28,China,135
7492,7492,2020-03-29,China,136
7493,7493,2020-03-30,China,136
7494,7494,2020-03-31,China,136
7495,7495,2020-04-01,China,137
7496,7496,2020-04-02,China,137
7497,7497,2020-04-03,China,137
7498,7498,2020-04-04,China,137
7499,7499,2020-04-05,China,138
7500,7500,2020-04-06,China,138
7501,7501,2020-04-07,China,138
7502,7502,2020-04-08,China,163
7503,7503,2020-04-09,China,166
7504,7504,2020-04-10,China,168
7505,7505,2020-04-11,China,172
7506,7506,2020-04-12,China,172
7507,7507,2020-04-13,China,173
7508,7508,2020-04-14,China,173
7509,7509,2020-04-15,China,186
7510,7510,2020-04-16,China,194
7511,7511,2020-04-17,China,197
7512,7512,2020-04-18,China,197
7513,7513,2020-04-19,China,197
7514,7514,2020-04-20,China,197
7515,7515,2020-04-21,China,197
7516,7516,2020-04-22,China,197
7517,7517,2020-04-23,China,197
7518,7518,2020-04-24,China,197
7519,7519,2020-04-25,China,197
7520,7520,2020-04-26,China,197
7521,7521,2020-04-27,China,197
7522,7522,2020-04-28,China,197
7523,7523,2020-04-29,China,197
7524,7524,2020-01-22,China,5
7525,7525,2020-01-23,China,8
7526,7526,2020-01-24,China,15
7527,7527,2020-01-25,China,28
7528,7528,2020-01-26,China,44
7529,7529,2020-01-27,China,69
7530,7530,2020-01-28,China,90
7531,7531,2020-01-29,China,108
7532,7532,2020-01-30,China,142
7533,7533,2020-01-31,China,177
7534,7534,2020-02-01,China,207
7535,7535,2020-02-02,China,231
7536,7536,2020-02-03,China,254
7537,7537,2020-02-04,China,282
7538,7538,2020-02-05,China,301
7539,7539,2020-02-06,China,321
7540,7540,2020-02-07,China,344
7541,7541,2020-02-08,China,364
7542,7542,2020-02-09,China,386
7543,7543,2020-02-10,China,405
7544,7544,2020-02-11,China,417
7545,7545,2020-02-12,China,436
7546,7546,2020-02-13,China,451
7547,7547,2020-02-14,China,463
7548,7548,2020-02-15,China,470
7549,7549,2020-02-16,China,481
7550,7550,2020-02-17,China,495
7551,7551,2020-02-18,China,508
7552,7552,2020-02-19,China,514
7553,7553,2020-02-20,China,520
7554,7554,2020-02-21,China,525
7555,7555,2020-02-22,China,526
7556,7556,2020-02-23,China,526
7557,7557,2020-02-24,China,527
7558,7558,2020-02-25,China,529
7559,7559,2020-02-26,China,531
7560,7560,2020-02-27,China,534
7561,7561,2020-02-28,China,538
7562,7562,2020-02-29,China,538
7563,7563,2020-03-01,China,538
7564,7564,2020-03-02,China,538
7565,7565,2020-03-03,China,538
7566,7566,2020-03-04,China,538
7567,7567,2020-03-05,China,539
7568,7568,2020-03-06,China,539
7569,7569,2020-03-07,China,539
7570,7570,2020-03-08,China,539
7571,7571,2020-03-09,China,539
7572,7572,2020-03-10,China,539
7573,7573,2020-03-11,China,539
7574,7574,2020-03-12,China,539
7575,7575,2020-03-13,China,539
7576,7576,2020-03-14,China,539
7577,7577,2020-03-15,China,539
7578,7578,2020-03-16,China,539
7579,7579,2020-03-17,China,540
7580,7580,2020-03-18,China,540
7581,7581,2020-03-19,China,540
7582,7582,2020-03-20,China,541
7583,7583,2020-03-21,China,542
7584,7584,2020-03-22,China,543
7585,7585,2020-03-23,China,543
7586,7586,2020-03-24,China,545
7587,7587,2020-03-25,China,547
7588,7588,2020-03-26,China,547
7589,7589,2020-03-27,China,548
7590,7590,2020-03-28,China,548
7591,7591,2020-03-29,China,550
7592,7592,2020-03-30,China,550
7593,7593,2020-03-31,China,550
7594,7594,2020-04-01,China,552
7595,7595,2020-04-02,China,554
7596,7596,2020-04-03,China,555
7597,7597,2020-04-04,China,557
7598,7598,2020-04-05,China,558
7599,7599,2020-04-06,China,559
7600,7600,2020-04-07,China,560
7601,7601,2020-04-08,China,560
7602,7602,2020-04-09,China,560
7603,7603,2020-04-10,China,560
7604,7604,2020-04-11,China,560
7605,7605,2020-04-12,China,560
7606,7606,2020-04-13,China,560
7607,7607,2020-04-14,China,560
7608,7608,2020-04-15,China,560
7609,7609,2020-04-16,China,560
7610,7610,2020-04-17,China,560
7611,7611,2020-04-18,China,561
7612,7612,2020-04-19,China,561
7613,7613,2020-04-20,China,561
7614,7614,2020-04-21,China,561
7615,7615,2020-04-22,China,561
7616,7616,2020-04-23,China,561
7617,7617,2020-04-24,China,561
7618,7618,2020-04-25,China,561
7619,7619,2020-04-26,China,561
7620,7620,2020-04-27,China,561
7621,7621,2020-04-28,China,561
7622,7622,2020-04-29,China,561
7623,7623,2020-01-22,China,4
7624,7624,2020-01-23,China,4
7625,7625,2020-01-24,China,8
7626,7626,2020-01-25,China,10
7627,7627,2020-01-26,China,14
7628,7628,2020-01-27,China,23
7629,7629,2020-01-28,China,24
7630,7630,2020-01-29,China,27
7631,7631,2020-01-30,China,31
7632,7632,2020-01-31,China,32
7633,7633,2020-02-01,China,41
7634,7634,2020-02-02,China,48
7635,7635,2020-02-03,China,60
7636,7636,2020-02-04,China,67
7637,7637,2020-02-05,China,69
7638,7638,2020-02-06,China,79
7639,7639,2020-02-07,China,81
7640,7640,2020-02-08,China,88
7641,7641,2020-02-09,China,91
7642,7642,2020-02-10,China,95
7643,7643,2020-02-11,China,106
7644,7644,2020-02-12,China,112
7645,7645,2020-02-13,China,119
7646,7646,2020-02-14,China,120
7647,7647,2020-02-15,China,122
7648,7648,2020-02-16,China,124
7649,7649,2020-02-17,China,125
7650,7650,2020-02-18,China,128
7651,7651,2020-02-19,China,130
7652,7652,2020-02-20,China,131
7653,7653,2020-02-21,China,132
7654,7654,2020-02-22,China,135
7655,7655,2020-02-23,China,135
7656,7656,2020-02-24,China,135
7657,7657,2020-02-25,China,135
7658,7658,2020-02-26,China,135
7659,7659,2020-02-27,China,136
7660,7660,2020-02-28,China,136
7661,7661,2020-02-29,China,136
7662,7662,2020-03-01,China,136
7663,7663,2020-03-02,China,136
7664,7664,2020-03-03,China,136
7665,7665,2020-03-04,China,136
7666,7666,2020-03-05,China,136
7667,7667,2020-03-06,China,136
7668,7668,2020-03-07,China,136
7669,7669,2020-03-08,China,136
7670,7670,2020-03-09,China,136
7671,7671,2020-03-10,China,136
7672,7672,2020-03-11,China,136
7673,7673,2020-03-12,China,136
7674,7674,2020-03-13,China,136
7675,7675,2020-03-14,China,136
7676,7676,2020-03-15,China,136
7677,7677,2020-03-16,China,136
7678,7678,2020-03-17,China,136
7679,7679,2020-03-18,China,136
7680,7680,2020-03-19,China,137
7681,7681,2020-03-20,China,137
7682,7682,2020-03-21,China,137
7683,7683,2020-03-22,China,137
7684,7684,2020-03-23,China,141
7685,7685,2020-03-24,China,145
7686,7686,2020-03-25,China,145
7687,7687,2020-03-26,China,151
7688,7688,2020-03-27,China,155
7689,7689,2020-03-28,China,161
7690,7690,2020-03-29,China,166
7691,7691,2020-03-30,China,174
7692,7692,2020-03-31,China,174
7693,7693,2020-04-01,China,176
7694,7694,2020-04-02,China,176
7695,7695,2020-04-03,China,180
7696,7696,2020-04-04,China,180
7697,7697,2020-04-05,China,180
7698,7698,2020-04-06,China,180
7699,7699,2020-04-07,China,180
7700,7700,2020-04-08,China,180
7701,7701,2020-04-09,China,182
7702,7702,2020-04-10,China,183
7703,7703,2020-04-11,China,183
7704,7704,2020-04-12,China,183
7705,7705,2020-04-13,China,184
7706,7706,2020-04-14,China,185
7707,7707,2020-04-15,China,185
7708,7708,2020-04-16,China,186
7709,7709,2020-04-17,China,189
7710,7710,2020-04-18,China,189
7711,7711,2020-04-19,China,189
7712,7712,2020-04-20,China,189
7713,7713,2020-04-21,China,189
7714,7714,2020-04-22,China,189
7715,7715,2020-04-23,China,189
7716,7716,2020-04-24,China,190
7717,7717,2020-04-25,China,190
7718,7718,2020-04-26,China,190
7719,7719,2020-04-27,China,190
7720,7720,2020-04-28,China,190
7721,7721,2020-04-29,China,190
7722,7722,2020-01-22,China,0
7723,7723,2020-01-23,China,0
7724,7724,2020-01-24,China,0
7725,7725,2020-01-25,China,0
7726,7726,2020-01-26,China,0
7727,7727,2020-01-27,China,0
7728,7728,2020-01-28,China,0
7729,7729,2020-01-29,China,0
7730,7730,2020-01-30,China,1
7731,7731,2020-01-31,China,1
7732,7732,2020-02-01,China,1
7733,7733,2020-02-02,China,1
7734,7734,2020-02-03,China,1
7735,7735,2020-02-04,China,1
7736,7736,2020-02-05,China,1
7737,7737,2020-02-06,China,1
7738,7738,2020-02-07,China,1
7739,7739,2020-02-08,China,1
7740,7740,2020-02-09,China,1
7741,7741,2020-02-10,China,1
7742,7742,2020-02-11,China,1
7743,7743,2020-02-12,China,1
7744,7744,2020-02-13,China,1
7745,7745,2020-02-14,China,1
7746,7746,2020-02-15,China,1
7747,7747,2020-02-16,China,1
7748,7748,2020-02-17,China,1
7749,7749,2020-02-18,China,1
7750,7750,2020-02-19,China,1
7751,7751,2020-02-20,China,1
7752,7752,2020-02-21,China,1
7753,7753,2020-02-22,China,1
7754,7754,2020-02-23,China,1
7755,7755,2020-02-24,China,1
7756,7756,2020-02-25,China,1
7757,7757,2020-02-26,China,1
7758,7758,2020-02-27,China,1
7759,7759,2020-02-28,China,1
7760,7760,2020-02-29,China,1
7761,7761,2020-03-01,China,1
7762,7762,2020-03-02,China,1
7763,7763,2020-03-03,China,1
7764,7764,2020-03-04,China,1
7765,7765,2020-03-05,China,1
7766,7766,2020-03-06,China,1
7767,7767,2020-03-07,China,1
7768,7768,2020-03-08,China,1
7769,7769,2020-03-09,China,1
7770,7770,2020-03-10,China,1
7771,7771,2020-03-11,China,1
7772,7772,2020-03-12,China,1
7773,7773,2020-03-13,China,1
7774,7774,2020-03-14,China,1
7775,7775,2020-03-15,China,1
7776,7776,2020-03-16,China,1
7777,7777,2020-03-17,China,1
7778,7778,2020-03-18,China,1
7779,7779,2020-03-19,China,1
7780,7780,2020-03-20,China,1
7781,7781,2020-03-21,China,1
7782,7782,2020-03-22,China,1
7783,7783,2020-03-23,China,1
7784,7784,2020-03-24,China,1
7785,7785,2020-03-25,China,1
7786,7786,2020-03-26,China,1
7787,7787,2020-03-27,China,1
7788,7788,2020-03-28,China,1
7789,7789,2020-03-29,China,1
7790,7790,2020-03-30,China,1
7791,7791,2020-03-31,China,1
7792,7792,2020-04-01,China,1
7793,7793,2020-04-02,China,1
