,idd,date1,country,cases
11731,11731,2020-03-11,Gambia,0
11732,11732,2020-03-12,Gambia,0
11733,11733,2020-03-13,Gambia,0
11734,11734,2020-03-14,Gambia,0
11735,11735,2020-03-15,Gambia,0
11736,11736,2020-03-16,Gambia,0
11737,11737,2020-03-17,Gambia,1
11738,11738,2020-03-18,Gambia,1
11739,11739,2020-03-19,Gambia,1
11740,11740,2020-03-20,Gambia,1
11741,11741,2020-03-21,Gambia,1
11742,11742,2020-03-22,Gambia,1
11743,11743,2020-03-23,Gambia,2
11744,11744,2020-03-24,Gambia,3
11745,11745,2020-03-25,Gambia,3
11746,11746,2020-03-26,Gambia,3
11747,11747,2020-03-27,Gambia,3
11748,11748,2020-03-28,Gambia,3
11749,11749,2020-03-29,Gambia,4
11750,11750,2020-03-30,Gambia,4
11751,11751,2020-03-31,Gambia,4
11752,11752,2020-04-01,Gambia,4
11753,11753,2020-04-02,Gambia,4
11754,11754,2020-04-03,Gambia,4
11755,11755,2020-04-04,Gambia,4
11756,11756,2020-04-05,Gambia,4
11757,11757,2020-04-06,Gambia,4
11758,11758,2020-04-07,Gambia,4
11759,11759,2020-04-08,Gambia,4
11760,11760,2020-04-09,Gambia,4
11761,11761,2020-04-10,Gambia,4
11762,11762,2020-04-11,Gambia,9
11763,11763,2020-04-12,Gambia,9
11764,11764,2020-04-13,Gambia,9
11765,11765,2020-04-14,Gambia,9
11766,11766,2020-04-15,Gambia,9
11767,11767,2020-04-16,Gambia,9
11768,11768,2020-04-17,Gambia,9
11769,11769,2020-04-18,Gambia,9
11770,11770,2020-04-19,Gambia,10
11771,11771,2020-04-20,Gambia,10
11772,11772,2020-04-21,Gambia,10
11773,11773,2020-04-22,Gambia,10
11774,11774,2020-04-23,Gambia,10
11775,11775,2020-04-24,Gambia,10
11776,11776,2020-04-25,Gambia,10
11777,11777,2020-04-26,Gambia,10
11778,11778,2020-04-27,Gambia,10
11779,11779,2020-04-28,Gambia,10
11780,11780,2020-04-29,Gambia,10
11781,11781,2020-01-22,Georgia,0
11782,11782,2020-01-23,Georgia,0
11783,11783,2020-01-24,Georgia,0
11784,11784,2020-01-25,Georgia,0
11785,11785,2020-01-26,Georgia,0
11786,11786,2020-01-27,Georgia,0
11787,11787,2020-01-28,Georgia,0
11788,11788,2020-01-29,Georgia,0
11789,11789,2020-01-30,Georgia,0
11790,11790,2020-01-31,Georgia,0
11791,11791,2020-02-01,Georgia,0
11792,11792,2020-02-02,Georgia,0
11793,11793,2020-02-03,Georgia,0
11794,11794,2020-02-04,Georgia,0
11795,11795,2020-02-05,Georgia,0
11796,11796,2020-02-06,Georgia,0
11797,11797,2020-02-07,Georgia,0
11798,11798,2020-02-08,Georgia,0
11799,11799,2020-02-09,Georgia,0
11800,11800,2020-02-10,Georgia,0
11801,11801,2020-02-11,Georgia,0
11802,11802,2020-02-12,Georgia,0
11803,11803,2020-02-13,Georgia,0
11804,11804,2020-02-14,Georgia,0
11805,11805,2020-02-15,Georgia,0
11806,11806,2020-02-16,Georgia,0
11807,11807,2020-02-17,Georgia,0
11808,11808,2020-02-18,Georgia,0
11809,11809,2020-02-19,Georgia,0
11810,11810,2020-02-20,Georgia,0
11811,11811,2020-02-21,Georgia,0
11812,11812,2020-02-22,Georgia,0
11813,11813,2020-02-23,Georgia,0
11814,11814,2020-02-24,Georgia,0
11815,11815,2020-02-25,Georgia,0
11816,11816,2020-02-26,Georgia,1
11817,11817,2020-02-27,Georgia,1
11818,11818,2020-02-28,Georgia,1
11819,11819,2020-02-29,Georgia,1
11820,11820,2020-03-01,Georgia,3
11821,11821,2020-03-02,Georgia,3
11822,11822,2020-03-03,Georgia,3
11823,11823,2020-03-04,Georgia,3
11824,11824,2020-03-05,Georgia,4
11825,11825,2020-03-06,Georgia,4
11826,11826,2020-03-07,Georgia,4
11827,11827,2020-03-08,Georgia,13
11828,11828,2020-03-09,Georgia,15
11829,11829,2020-03-10,Georgia,15
11830,11830,2020-03-11,Georgia,24
11831,11831,2020-03-12,Georgia,24
11832,11832,2020-03-13,Georgia,25
11833,11833,2020-03-14,Georgia,30
11834,11834,2020-03-15,Georgia,33
11835,11835,2020-03-16,Georgia,33
11836,11836,2020-03-17,Georgia,34
11837,11837,2020-03-18,Georgia,38
11838,11838,2020-03-19,Georgia,40
11839,11839,2020-03-20,Georgia,43
11840,11840,2020-03-21,Georgia,49
11841,11841,2020-03-22,Georgia,54
11842,11842,2020-03-23,Georgia,61
11843,11843,2020-03-24,Georgia,70
11844,11844,2020-03-25,Georgia,75
11845,11845,2020-03-26,Georgia,79
11846,11846,2020-03-27,Georgia,83
11847,11847,2020-03-28,Georgia,90
11848,11848,2020-03-29,Georgia,91
11849,11849,2020-03-30,Georgia,103
11850,11850,2020-03-31,Georgia,110
11851,11851,2020-04-01,Georgia,117
11852,11852,2020-04-02,Georgia,134
11853,11853,2020-04-03,Georgia,155
11854,11854,2020-04-04,Georgia,162
11855,11855,2020-04-05,Georgia,174
11856,11856,2020-04-06,Georgia,188
11857,11857,2020-04-07,Georgia,196
11858,11858,2020-04-08,Georgia,211
11859,11859,2020-04-09,Georgia,218
11860,11860,2020-04-10,Georgia,234
11861,11861,2020-04-11,Georgia,242
11862,11862,2020-04-12,Georgia,257
11863,11863,2020-04-13,Georgia,272
11864,11864,2020-04-14,Georgia,300
11865,11865,2020-04-15,Georgia,306
11866,11866,2020-04-16,Georgia,348
11867,11867,2020-04-17,Georgia,370
11868,11868,2020-04-18,Georgia,388
11869,11869,2020-04-19,Georgia,394
11870,11870,2020-04-20,Georgia,402
11871,11871,2020-04-21,Georgia,408
11872,11872,2020-04-22,Georgia,416
11873,11873,2020-04-23,Georgia,425
11874,11874,2020-04-24,Georgia,444
11875,11875,2020-04-25,Georgia,456
11876,11876,2020-04-26,Georgia,486
11877,11877,2020-04-27,Georgia,497
11878,11878,2020-04-28,Georgia,511
11879,11879,2020-04-29,Georgia,517
11880,11880,2020-01-22,Germany,0
11881,11881,2020-01-23,Germany,0
11882,11882,2020-01-24,Germany,0
11883,11883,2020-01-25,Germany,0
11884,11884,2020-01-26,Germany,0
11885,11885,2020-01-27,Germany,1
11886,11886,2020-01-28,Germany,4
11887,11887,2020-01-29,Germany,4
11888,11888,2020-01-30,Germany,4
11889,11889,2020-01-31,Germany,5
11890,11890,2020-02-01,Germany,8
11891,11891,2020-02-02,Germany,10
11892,11892,2020-02-03,Germany,12
11893,11893,2020-02-04,Germany,12
11894,11894,2020-02-05,Germany,12
11895,11895,2020-02-06,Germany,12
11896,11896,2020-02-07,Germany,13
11897,11897,2020-02-08,Germany,13
11898,11898,2020-02-09,Germany,14
11899,11899,2020-02-10,Germany,14
11900,11900,2020-02-11,Germany,16
11901,11901,2020-02-12,Germany,16
11902,11902,2020-02-13,Germany,16
11903,11903,2020-02-14,Germany,16
11904,11904,2020-02-15,Germany,16
11905,11905,2020-02-16,Germany,16
11906,11906,2020-02-17,Germany,16
11907,11907,2020-02-18,Germany,16
11908,11908,2020-02-19,Germany,16
11909,11909,2020-02-20,Germany,16
11910,11910,2020-02-21,Germany,16
11911,11911,2020-02-22,Germany,16
11912,11912,2020-02-23,Germany,16
11913,11913,2020-02-24,Germany,16
11914,11914,2020-02-25,Germany,17
11915,11915,2020-02-26,Germany,27
11916,11916,2020-02-27,Germany,46
11917,11917,2020-02-28,Germany,48
11918,11918,2020-02-29,Germany,79
11919,11919,2020-03-01,Germany,130
11920,11920,2020-03-02,Germany,159
11921,11921,2020-03-03,Germany,196
11922,11922,2020-03-04,Germany,262
11923,11923,2020-03-05,Germany,482
11924,11924,2020-03-06,Germany,670
11925,11925,2020-03-07,Germany,799
11926,11926,2020-03-08,Germany,1040
11927,11927,2020-03-09,Germany,1176
11928,11928,2020-03-10,Germany,1457
11929,11929,2020-03-11,Germany,1908
11930,11930,2020-03-12,Germany,2078
11931,11931,2020-03-13,Germany,3675
11932,11932,2020-03-14,Germany,4585
11933,11933,2020-03-15,Germany,5795
11934,11934,2020-03-16,Germany,7272
11935,11935,2020-03-17,Germany,9257
11936,11936,2020-03-18,Germany,12327
11937,11937,2020-03-19,Germany,15320
11938,11938,2020-03-20,Germany,19848
11939,11939,2020-03-21,Germany,22213
11940,11940,2020-03-22,Germany,24873
11941,11941,2020-03-23,Germany,29056
11942,11942,2020-03-24,Germany,32986
11943,11943,2020-03-25,Germany,37323
11944,11944,2020-03-26,Germany,43938
11945,11945,2020-03-27,Germany,50871
11946,11946,2020-03-28,Germany,57695
11947,11947,2020-03-29,Germany,62095
11948,11948,2020-03-30,Germany,66885
11949,11949,2020-03-31,Germany,71808
11950,11950,2020-04-01,Germany,77872
11951,11951,2020-04-02,Germany,84794
11952,11952,2020-04-03,Germany,91159
11953,11953,2020-04-04,Germany,96092
11954,11954,2020-04-05,Germany,100123
11955,11955,2020-04-06,Germany,103374
11956,11956,2020-04-07,Germany,107663
11957,11957,2020-04-08,Germany,113296
11958,11958,2020-04-09,Germany,118181
11959,11959,2020-04-10,Germany,122171
11960,11960,2020-04-11,Germany,124908
11961,11961,2020-04-12,Germany,127854
11962,11962,2020-04-13,Germany,130072
11963,11963,2020-04-14,Germany,131359
11964,11964,2020-04-15,Germany,134753
11965,11965,2020-04-16,Germany,137698
11966,11966,2020-04-17,Germany,141397
11967,11967,2020-04-18,Germany,143342
11968,11968,2020-04-19,Germany,145184
11969,11969,2020-04-20,Germany,147065
11970,11970,2020-04-21,Germany,148291
11971,11971,2020-04-22,Germany,150648
11972,11972,2020-04-23,Germany,153129
11973,11973,2020-04-24,Germany,154999
11974,11974,2020-04-25,Germany,156513
11975,11975,2020-04-26,Germany,157770
11976,11976,2020-04-27,Germany,158758
11977,11977,2020-04-28,Germany,159912
11978,11978,2020-04-29,Germany,161539
11979,11979,2020-01-22,Ghana,0
11980,11980,2020-01-23,Ghana,0
11981,11981,2020-01-24,Ghana,0
11982,11982,2020-01-25,Ghana,0
11983,11983,2020-01-26,Ghana,0
11984,11984,2020-01-27,Ghana,0
11985,11985,2020-01-28,Ghana,0
11986,11986,2020-01-29,Ghana,0
11987,11987,2020-01-30,Ghana,0
11988,11988,2020-01-31,Ghana,0
11989,11989,2020-02-01,Ghana,0
11990,11990,2020-02-02,Ghana,0
11991,11991,2020-02-03,Ghana,0
11992,11992,2020-02-04,Ghana,0
11993,11993,2020-02-05,Ghana,0
11994,11994,2020-02-06,Ghana,0
11995,11995,2020-02-07,Ghana,0
11996,11996,2020-02-08,Ghana,0
11997,11997,2020-02-09,Ghana,0
11998,11998,2020-02-10,Ghana,0
11999,11999,2020-02-11,Ghana,0
12000,12000,2020-02-12,Ghana,0
12001,12001,2020-02-13,Ghana,0
12002,12002,2020-02-14,Ghana,0
12003,12003,2020-02-15,Ghana,0
12004,12004,2020-02-16,Ghana,0
12005,12005,2020-02-17,Ghana,0
12006,12006,2020-02-18,Ghana,0
12007,12007,2020-02-19,Ghana,0
12008,12008,2020-02-20,Ghana,0
12009,12009,2020-02-21,Ghana,0
12010,12010,2020-02-22,Ghana,0
12011,12011,2020-02-23,Ghana,0
12012,12012,2020-02-24,Ghana,0
12013,12013,2020-02-25,Ghana,0
12014,12014,2020-02-26,Ghana,0
12015,12015,2020-02-27,Ghana,0
12016,12016,2020-02-28,Ghana,0
12017,12017,2020-02-29,Ghana,0
12018,12018,2020-03-01,Ghana,0
12019,12019,2020-03-02,Ghana,0
12020,12020,2020-03-03,Ghana,0
12021,12021,2020-03-04,Ghana,0
12022,12022,2020-03-05,Ghana,0
12023,12023,2020-03-06,Ghana,0
12024,12024,2020-03-07,Ghana,0
12025,12025,2020-03-08,Ghana,0
12026,12026,2020-03-09,Ghana,0
12027,12027,2020-03-10,Ghana,0
12028,12028,2020-03-11,Ghana,0
12029,12029,2020-03-12,Ghana,0
12030,12030,2020-03-13,Ghana,0
12031,12031,2020-03-14,Ghana,3
12032,12032,2020-03-15,Ghana,6
12033,12033,2020-03-16,Ghana,6
12034,12034,2020-03-17,Ghana,7
12035,12035,2020-03-18,Ghana,7
12036,12036,2020-03-19,Ghana,11
12037,12037,2020-03-20,Ghana,16
12038,12038,2020-03-21,Ghana,19
12039,12039,2020-03-22,Ghana,23
12040,12040,2020-03-23,Ghana,27
12041,12041,2020-03-24,Ghana,53
12042,12042,2020-03-25,Ghana,93
12043,12043,2020-03-26,Ghana,132
12044,12044,2020-03-27,Ghana,137
12045,12045,2020-03-28,Ghana,141
12046,12046,2020-03-29,Ghana,152
12047,12047,2020-03-30,Ghana,152
12048,12048,2020-03-31,Ghana,161
12049,12049,2020-04-01,Ghana,195
12050,12050,2020-04-02,Ghana,204
12051,12051,2020-04-03,Ghana,205
12052,12052,2020-04-04,Ghana,205
12053,12053,2020-04-05,Ghana,214
12054,12054,2020-04-06,Ghana,214
12055,12055,2020-04-07,Ghana,287
12056,12056,2020-04-08,Ghana,313
12057,12057,2020-04-09,Ghana,378
12058,12058,2020-04-10,Ghana,378
12059,12059,2020-04-11,Ghana,408
12060,12060,2020-04-12,Ghana,566
12061,12061,2020-04-13,Ghana,566
12062,12062,2020-04-14,Ghana,636
12063,12063,2020-04-15,Ghana,636
12064,12064,2020-04-16,Ghana,641
12065,12065,2020-04-17,Ghana,641
12066,12066,2020-04-18,Ghana,834
12067,12067,2020-04-19,Ghana,1042
12068,12068,2020-04-20,Ghana,1042
12069,12069,2020-04-21,Ghana,1042
12070,12070,2020-04-22,Ghana,1154
12071,12071,2020-04-23,Ghana,1154
12072,12072,2020-04-24,Ghana,1279
12073,12073,2020-04-25,Ghana,1279
12074,12074,2020-04-26,Ghana,1550
12075,12075,2020-04-27,Ghana,1550
12076,12076,2020-04-28,Ghana,1671
12077,12077,2020-04-29,Ghana,1671
12078,12078,2020-01-22,Greece,0
12079,12079,2020-01-23,Greece,0
12080,12080,2020-01-24,Greece,0
12081,12081,2020-01-25,Greece,0
12082,12082,2020-01-26,Greece,0
12083,12083,2020-01-27,Greece,0
12084,12084,2020-01-28,Greece,0
12085,12085,2020-01-29,Greece,0
12086,12086,2020-01-30,Greece,0
12087,12087,2020-01-31,Greece,0
12088,12088,2020-02-01,Greece,0
12089,12089,2020-02-02,Greece,0
12090,12090,2020-02-03,Greece,0
12091,12091,2020-02-04,Greece,0
12092,12092,2020-02-05,Greece,0
12093,12093,2020-02-06,Greece,0
12094,12094,2020-02-07,Greece,0
12095,12095,2020-02-08,Greece,0
12096,12096,2020-02-09,Greece,0
12097,12097,2020-02-10,Greece,0
12098,12098,2020-02-11,Greece,0
12099,12099,2020-02-12,Greece,0
12100,12100,2020-02-13,Greece,0
12101,12101,2020-02-14,Greece,0
12102,12102,2020-02-15,Greece,0
12103,12103,2020-02-16,Greece,0
12104,12104,2020-02-17,Greece,0
12105,12105,2020-02-18,Greece,0
12106,12106,2020-02-19,Greece,0
12107,12107,2020-02-20,Greece,0
12108,12108,2020-02-21,Greece,0
12109,12109,2020-02-22,Greece,0
12110,12110,2020-02-23,Greece,0
12111,12111,2020-02-24,Greece,0
12112,12112,2020-02-25,Greece,0
12113,12113,2020-02-26,Greece,1
12114,12114,2020-02-27,Greece,3
12115,12115,2020-02-28,Greece,4
12116,12116,2020-02-29,Greece,4
12117,12117,2020-03-01,Greece,7
12118,12118,2020-03-02,Greece,7
12119,12119,2020-03-03,Greece,7
12120,12120,2020-03-04,Greece,9
12121,12121,2020-03-05,Greece,31
12122,12122,2020-03-06,Greece,45
12123,12123,2020-03-07,Greece,46
12124,12124,2020-03-08,Greece,73
12125,12125,2020-03-09,Greece,73
12126,12126,2020-03-10,Greece,89
12127,12127,2020-03-11,Greece,99
12128,12128,2020-03-12,Greece,99
12129,12129,2020-03-13,Greece,190
12130,12130,2020-03-14,Greece,228
12131,12131,2020-03-15,Greece,331
12132,12132,2020-03-16,Greece,331
12133,12133,2020-03-17,Greece,387
12134,12134,2020-03-18,Greece,418
12135,12135,2020-03-19,Greece,418
12136,12136,2020-03-20,Greece,495
12137,12137,2020-03-21,Greece,530
12138,12138,2020-03-22,Greece,624
12139,12139,2020-03-23,Greece,695
12140,12140,2020-03-24,Greece,743
12141,12141,2020-03-25,Greece,821
12142,12142,2020-03-26,Greece,892
12143,12143,2020-03-27,Greece,966
12144,12144,2020-03-28,Greece,1061
12145,12145,2020-03-29,Greece,1156
12146,12146,2020-03-30,Greece,1212
12147,12147,2020-03-31,Greece,1314
12148,12148,2020-04-01,Greece,1415
12149,12149,2020-04-02,Greece,1544
12150,12150,2020-04-03,Greece,1613
12151,12151,2020-04-04,Greece,1673
12152,12152,2020-04-05,Greece,1735
12153,12153,2020-04-06,Greece,1755
12154,12154,2020-04-07,Greece,1832
12155,12155,2020-04-08,Greece,1884
12156,12156,2020-04-09,Greece,1955
12157,12157,2020-04-10,Greece,2011
12158,12158,2020-04-11,Greece,2081
12159,12159,2020-04-12,Greece,2114
12160,12160,2020-04-13,Greece,2145
12161,12161,2020-04-14,Greece,2170
12162,12162,2020-04-15,Greece,2192
12163,12163,2020-04-16,Greece,2207
12164,12164,2020-04-17,Greece,2224
12165,12165,2020-04-18,Greece,2235
12166,12166,2020-04-19,Greece,2235
12167,12167,2020-04-20,Greece,2245
12168,12168,2020-04-21,Greece,2401
12169,12169,2020-04-22,Greece,2408
12170,12170,2020-04-23,Greece,2463
12171,12171,2020-04-24,Greece,2490
12172,12172,2020-04-25,Greece,2506
12173,12173,2020-04-26,Greece,2517
12174,12174,2020-04-27,Greece,2534
12175,12175,2020-04-28,Greece,2566
12176,12176,2020-04-29,Greece,2576
12177,12177,2020-01-22,Guatemala,0
12178,12178,2020-01-23,Guatemala,0
12179,12179,2020-01-24,Guatemala,0
12180,12180,2020-01-25,Guatemala,0
12181,12181,2020-01-26,Guatemala,0
12182,12182,2020-01-27,Guatemala,0
12183,12183,2020-01-28,Guatemala,0
12184,12184,2020-01-29,Guatemala,0
12185,12185,2020-01-30,Guatemala,0
12186,12186,2020-01-31,Guatemala,0
12187,12187,2020-02-01,Guatemala,0
12188,12188,2020-02-02,Guatemala,0
12189,12189,2020-02-03,Guatemala,0
12190,12190,2020-02-04,Guatemala,0
12191,12191,2020-02-05,Guatemala,0
12192,12192,2020-02-06,Guatemala,0
12193,12193,2020-02-07,Guatemala,0
12194,12194,2020-02-08,Guatemala,0
12195,12195,2020-02-09,Guatemala,0
12196,12196,2020-02-10,Guatemala,0
12197,12197,2020-02-11,Guatemala,0
12198,12198,2020-02-12,Guatemala,0
12199,12199,2020-02-13,Guatemala,0
12200,12200,2020-02-14,Guatemala,0
12201,12201,2020-02-15,Guatemala,0
12202,12202,2020-02-16,Guatemala,0
12203,12203,2020-02-17,Guatemala,0
12204,12204,2020-02-18,Guatemala,0
12205,12205,2020-02-19,Guatemala,0
12206,12206,2020-02-20,Guatemala,0
12207,12207,2020-02-21,Guatemala,0
12208,12208,2020-02-22,Guatemala,0
12209,12209,2020-02-23,Guatemala,0
12210,12210,2020-02-24,Guatemala,0
12211,12211,2020-02-25,Guatemala,0
12212,12212,2020-02-26,Guatemala,0
12213,12213,2020-02-27,Guatemala,0
12214,12214,2020-02-28,Guatemala,0
12215,12215,2020-02-29,Guatemala,0
12216,12216,2020-03-01,Guatemala,0
12217,12217,2020-03-02,Guatemala,0
12218,12218,2020-03-03,Guatemala,0
12219,12219,2020-03-04,Guatemala,0
12220,12220,2020-03-05,Guatemala,0
12221,12221,2020-03-06,Guatemala,0
12222,12222,2020-03-07,Guatemala,0
12223,12223,2020-03-08,Guatemala,0
12224,12224,2020-03-09,Guatemala,0
12225,12225,2020-03-10,Guatemala,0
12226,12226,2020-03-11,Guatemala,0
12227,12227,2020-03-12,Guatemala,0
12228,12228,2020-03-13,Guatemala,0
12229,12229,2020-03-14,Guatemala,1
12230,12230,2020-03-15,Guatemala,1
12231,12231,2020-03-16,Guatemala,2
12232,12232,2020-03-17,Guatemala,6
12233,12233,2020-03-18,Guatemala,6
12234,12234,2020-03-19,Guatemala,9
12235,12235,2020-03-20,Guatemala,12
12236,12236,2020-03-21,Guatemala,17
12237,12237,2020-03-22,Guatemala,19
12238,12238,2020-03-23,Guatemala,20
12239,12239,2020-03-24,Guatemala,21
12240,12240,2020-03-25,Guatemala,24
12241,12241,2020-03-26,Guatemala,25
12242,12242,2020-03-27,Guatemala,28
12243,12243,2020-03-28,Guatemala,34
12244,12244,2020-03-29,Guatemala,34
12245,12245,2020-03-30,Guatemala,36
12246,12246,2020-03-31,Guatemala,38
12247,12247,2020-04-01,Guatemala,39
12248,12248,2020-04-02,Guatemala,47
12249,12249,2020-04-03,Guatemala,50
12250,12250,2020-04-04,Guatemala,61
12251,12251,2020-04-05,Guatemala,61
12252,12252,2020-04-06,Guatemala,70
12253,12253,2020-04-07,Guatemala,77
12254,12254,2020-04-08,Guatemala,87
12255,12255,2020-04-09,Guatemala,95
12256,12256,2020-04-10,Guatemala,126
12257,12257,2020-04-11,Guatemala,137
12258,12258,2020-04-12,Guatemala,155
12259,12259,2020-04-13,Guatemala,156
12260,12260,2020-04-14,Guatemala,167
12261,12261,2020-04-15,Guatemala,180
12262,12262,2020-04-16,Guatemala,196
12263,12263,2020-04-17,Guatemala,214
12264,12264,2020-04-18,Guatemala,235
12265,12265,2020-04-19,Guatemala,257
12266,12266,2020-04-20,Guatemala,289
12267,12267,2020-04-21,Guatemala,294
12268,12268,2020-04-22,Guatemala,316
12269,12269,2020-04-23,Guatemala,384
12270,12270,2020-04-24,Guatemala,430
12271,12271,2020-04-25,Guatemala,473
12272,12272,2020-04-26,Guatemala,500
12273,12273,2020-04-27,Guatemala,530
12274,12274,2020-04-28,Guatemala,530
12275,12275,2020-04-29,Guatemala,557
12276,12276,2020-01-22,Guinea,0
12277,12277,2020-01-23,Guinea,0
12278,12278,2020-01-24,Guinea,0
12279,12279,2020-01-25,Guinea,0
12280,12280,2020-01-26,Guinea,0
12281,12281,2020-01-27,Guinea,0
12282,12282,2020-01-28,Guinea,0
12283,12283,2020-01-29,Guinea,0
12284,12284,2020-01-30,Guinea,0
12285,12285,2020-01-31,Guinea,0
12286,12286,2020-02-01,Guinea,0
12287,12287,2020-02-02,Guinea,0
12288,12288,2020-02-03,Guinea,0
12289,12289,2020-02-04,Guinea,0
12290,12290,2020-02-05,Guinea,0
12291,12291,2020-02-06,Guinea,0
12292,12292,2020-02-07,Guinea,0
12293,12293,2020-02-08,Guinea,0
12294,12294,2020-02-09,Guinea,0
12295,12295,2020-02-10,Guinea,0
12296,12296,2020-02-11,Guinea,0
12297,12297,2020-02-12,Guinea,0
12298,12298,2020-02-13,Guinea,0
12299,12299,2020-02-14,Guinea,0
12300,12300,2020-02-15,Guinea,0
12301,12301,2020-02-16,Guinea,0
12302,12302,2020-02-17,Guinea,0
12303,12303,2020-02-18,Guinea,0
12304,12304,2020-02-19,Guinea,0
12305,12305,2020-02-20,Guinea,0
12306,12306,2020-02-21,Guinea,0
12307,12307,2020-02-22,Guinea,0
12308,12308,2020-02-23,Guinea,0
12309,12309,2020-02-24,Guinea,0
12310,12310,2020-02-25,Guinea,0
12311,12311,2020-02-26,Guinea,0
12312,12312,2020-02-27,Guinea,0
12313,12313,2020-02-28,Guinea,0
12314,12314,2020-02-29,Guinea,0
12315,12315,2020-03-01,Guinea,0
12316,12316,2020-03-02,Guinea,0
12317,12317,2020-03-03,Guinea,0
12318,12318,2020-03-04,Guinea,0
12319,12319,2020-03-05,Guinea,0
12320,12320,2020-03-06,Guinea,0
12321,12321,2020-03-07,Guinea,0
12322,12322,2020-03-08,Guinea,0
12323,12323,2020-03-09,Guinea,0
12324,12324,2020-03-10,Guinea,0
12325,12325,2020-03-11,Guinea,0
12326,12326,2020-03-12,Guinea,0
12327,12327,2020-03-13,Guinea,1
12328,12328,2020-03-14,Guinea,1
12329,12329,2020-03-15,Guinea,1
12330,12330,2020-03-16,Guinea,1
12331,12331,2020-03-17,Guinea,1
12332,12332,2020-03-18,Guinea,1
12333,12333,2020-03-19,Guinea,1
12334,12334,2020-03-20,Guinea,1
12335,12335,2020-03-21,Guinea,2
12336,12336,2020-03-22,Guinea,2
12337,12337,2020-03-23,Guinea,4
12338,12338,2020-03-24,Guinea,4
12339,12339,2020-03-25,Guinea,4
12340,12340,2020-03-26,Guinea,4
12341,12341,2020-03-27,Guinea,8
12342,12342,2020-03-28,Guinea,8
12343,12343,2020-03-29,Guinea,16
12344,12344,2020-03-30,Guinea,22
12345,12345,2020-03-31,Guinea,22
12346,12346,2020-04-01,Guinea,30
12347,12347,2020-04-02,Guinea,52
12348,12348,2020-04-03,Guinea,73
12349,12349,2020-04-04,Guinea,111
12350,12350,2020-04-05,Guinea,121
12351,12351,2020-04-06,Guinea,128
12352,12352,2020-04-07,Guinea,144
12353,12353,2020-04-08,Guinea,164
12354,12354,2020-04-09,Guinea,194
12355,12355,2020-04-10,Guinea,212
12356,12356,2020-04-11,Guinea,250
12357,12357,2020-04-12,Guinea,250
12358,12358,2020-04-13,Guinea,319
12359,12359,2020-04-14,Guinea,363
12360,12360,2020-04-15,Guinea,404
12361,12361,2020-04-16,Guinea,438
12362,12362,2020-04-17,Guinea,477
12363,12363,2020-04-18,Guinea,518
12364,12364,2020-04-19,Guinea,579
12365,12365,2020-04-20,Guinea,622
12366,12366,2020-04-21,Guinea,688
12367,12367,2020-04-22,Guinea,761
12368,12368,2020-04-23,Guinea,862
12369,12369,2020-04-24,Guinea,954
12370,12370,2020-04-25,Guinea,996
12371,12371,2020-04-26,Guinea,996
12372,12372,2020-04-27,Guinea,1163
12373,12373,2020-04-28,Guinea,1240
12374,12374,2020-04-29,Guinea,1351
12375,12375,2020-01-22,Guyana,0
12376,12376,2020-01-23,Guyana,0
12377,12377,2020-01-24,Guyana,0
12378,12378,2020-01-25,Guyana,0
12379,12379,2020-01-26,Guyana,0
12380,12380,2020-01-27,Guyana,0
12381,12381,2020-01-28,Guyana,0
12382,12382,2020-01-29,Guyana,0
12383,12383,2020-01-30,Guyana,0
12384,12384,2020-01-31,Guyana,0
12385,12385,2020-02-01,Guyana,0
12386,12386,2020-02-02,Guyana,0
12387,12387,2020-02-03,Guyana,0
12388,12388,2020-02-04,Guyana,0
12389,12389,2020-02-05,Guyana,0
12390,12390,2020-02-06,Guyana,0
12391,12391,2020-02-07,Guyana,0
12392,12392,2020-02-08,Guyana,0
12393,12393,2020-02-09,Guyana,0
12394,12394,2020-02-10,Guyana,0
12395,12395,2020-02-11,Guyana,0
12396,12396,2020-02-12,Guyana,0
12397,12397,2020-02-13,Guyana,0
12398,12398,2020-02-14,Guyana,0
12399,12399,2020-02-15,Guyana,0
12400,12400,2020-02-16,Guyana,0
12401,12401,2020-02-17,Guyana,0
12402,12402,2020-02-18,Guyana,0
12403,12403,2020-02-19,Guyana,0
12404,12404,2020-02-20,Guyana,0
12405,12405,2020-02-21,Guyana,0
12406,12406,2020-02-22,Guyana,0
12407,12407,2020-02-23,Guyana,0
12408,12408,2020-02-24,Guyana,0
12409,12409,2020-02-25,Guyana,0
12410,12410,2020-02-26,Guyana,0
12411,12411,2020-02-27,Guyana,0
12412,12412,2020-02-28,Guyana,0
12413,12413,2020-02-29,Guyana,0
12414,12414,2020-03-01,Guyana,0
12415,12415,2020-03-02,Guyana,0
12416,12416,2020-03-03,Guyana,0
12417,12417,2020-03-04,Guyana,0
12418,12418,2020-03-05,Guyana,0
12419,12419,2020-03-06,Guyana,0
12420,12420,2020-03-07,Guyana,0
12421,12421,2020-03-08,Guyana,0
12422,12422,2020-03-09,Guyana,0
12423,12423,2020-03-10,Guyana,0
12424,12424,2020-03-11,Guyana,0
12425,12425,2020-03-12,Guyana,1
12426,12426,2020-03-13,Guyana,1
12427,12427,2020-03-14,Guyana,1
12428,12428,2020-03-15,Guyana,4
12429,12429,2020-03-16,Guyana,4
