,date1,country,cases
7987,3/29/20,China,180
7988,3/30/20,China,180
7989,3/31/20,China,182
7990,4/1/20,China,182
7991,4/2/20,China,183
7992,4/3/20,China,184
7993,4/4/20,China,184
7994,4/5/20,China,184
7995,4/6/20,China,184
7996,4/7/20,China,184
7997,4/8/20,China,184
7998,4/9/20,China,184
7999,4/10/20,China,184
8000,4/11/20,China,184
8001,4/12/20,China,184
8002,4/13/20,China,184
8003,4/14/20,China,184
8004,4/15/20,China,184
8005,4/16/20,China,184
8006,4/17/20,China,184
8007,4/18/20,China,184
8008,4/19/20,China,184
8009,4/20/20,China,184
8010,4/21/20,China,184
8011,4/22/20,China,184
8012,4/23/20,China,184
8013,4/24/20,China,185
8014,4/25/20,China,185
8015,4/26/20,China,185
8016,4/27/20,China,185
8017,4/28/20,China,185
8018,4/29/20,China,185
8019,1/22/20,China,10
8020,1/23/20,China,27
8021,1/24/20,China,43
8022,1/25/20,China,62
8023,1/26/20,China,104
8024,1/27/20,China,128
8025,1/28/20,China,173
8026,1/29/20,China,296
8027,1/30/20,China,428
8028,1/31/20,China,538
8029,2/1/20,China,599
8030,2/2/20,China,661
8031,2/3/20,China,724
8032,2/4/20,China,829
8033,2/5/20,China,895
8034,2/6/20,China,954
8035,2/7/20,China,1006
8036,2/8/20,China,1048
8037,2/9/20,China,1075
8038,2/10/20,China,1092
8039,2/11/20,China,1117
8040,2/12/20,China,1131
8041,2/13/20,China,1145
8042,2/14/20,China,1155
8043,2/15/20,China,1162
8044,2/16/20,China,1167
8045,2/17/20,China,1171
8046,2/18/20,China,1172
8047,2/19/20,China,1174
8048,2/20/20,China,1175
8049,2/21/20,China,1203
8050,2/22/20,China,1205
8051,2/23/20,China,1205
8052,2/24/20,China,1205
8053,2/25/20,China,1205
8054,2/26/20,China,1205
8055,2/27/20,China,1205
8056,2/28/20,China,1205
8057,2/29/20,China,1205
8058,3/1/20,China,1205
8059,3/2/20,China,1206
8060,3/3/20,China,1213
8061,3/4/20,China,1213
8062,3/5/20,China,1215
8063,3/6/20,China,1215
8064,3/7/20,China,1215
8065,3/8/20,China,1215
8066,3/9/20,China,1215
8067,3/10/20,China,1215
8068,3/11/20,China,1215
8069,3/12/20,China,1215
8070,3/13/20,China,1215
8071,3/14/20,China,1227
8072,3/15/20,China,1231
8073,3/16/20,China,1231
8074,3/17/20,China,1232
8075,3/18/20,China,1232
8076,3/19/20,China,1233
8077,3/20/20,China,1234
8078,3/21/20,China,1236
8079,3/22/20,China,1238
8080,3/23/20,China,1238
8081,3/24/20,China,1240
8082,3/25/20,China,1241
8083,3/26/20,China,1243
8084,3/27/20,China,1247
8085,3/28/20,China,1251
8086,3/29/20,China,1254
8087,3/30/20,China,1255
8088,3/31/20,China,1257
8089,4/1/20,China,1257
8090,4/2/20,China,1258
8091,4/3/20,China,1260
8092,4/4/20,China,1262
8093,4/5/20,China,1263
8094,4/6/20,China,1264
8095,4/7/20,China,1265
8096,4/8/20,China,1266
8097,4/9/20,China,1267
8098,4/10/20,China,1267
8099,4/11/20,China,1267
8100,4/12/20,China,1267
8101,4/13/20,China,1267
8102,4/14/20,China,1267
8103,4/15/20,China,1268
8104,4/16/20,China,1268
8105,4/17/20,China,1268
8106,4/18/20,China,1268
8107,4/19/20,China,1268
8108,4/20/20,China,1268
8109,4/21/20,China,1268
8110,4/22/20,China,1268
8111,4/23/20,China,1268
8112,4/24/20,China,1268
8113,4/25/20,China,1268
8114,4/26/20,China,1268
8115,4/27/20,China,1268
8116,4/28/20,China,1268
8117,4/29/20,China,1268
8118,1/22/20,Colombia,0
8119,1/23/20,Colombia,0
8120,1/24/20,Colombia,0
8121,1/25/20,Colombia,0
8122,1/26/20,Colombia,0
8123,1/27/20,Colombia,0
8124,1/28/20,Colombia,0
8125,1/29/20,Colombia,0
8126,1/30/20,Colombia,0
8127,1/31/20,Colombia,0
8128,2/1/20,Colombia,0
8129,2/2/20,Colombia,0
8130,2/3/20,Colombia,0
8131,2/4/20,Colombia,0
8132,2/5/20,Colombia,0
8133,2/6/20,Colombia,0
8134,2/7/20,Colombia,0
8135,2/8/20,Colombia,0
8136,2/9/20,Colombia,0
8137,2/10/20,Colombia,0
8138,2/11/20,Colombia,0
8139,2/12/20,Colombia,0
8140,2/13/20,Colombia,0
8141,2/14/20,Colombia,0
8142,2/15/20,Colombia,0
8143,2/16/20,Colombia,0
8144,2/17/20,Colombia,0
8145,2/18/20,Colombia,0
8146,2/19/20,Colombia,0
8147,2/20/20,Colombia,0
8148,2/21/20,Colombia,0
8149,2/22/20,Colombia,0
8150,2/23/20,Colombia,0
8151,2/24/20,Colombia,0
8152,2/25/20,Colombia,0
8153,2/26/20,Colombia,0
8154,2/27/20,Colombia,0
8155,2/28/20,Colombia,0
8156,2/29/20,Colombia,0
8157,3/1/20,Colombia,0
8158,3/2/20,Colombia,0
8159,3/3/20,Colombia,0
8160,3/4/20,Colombia,0
8161,3/5/20,Colombia,0
8162,3/6/20,Colombia,1
8163,3/7/20,Colombia,1
8164,3/8/20,Colombia,1
8165,3/9/20,Colombia,1
8166,3/10/20,Colombia,3
8167,3/11/20,Colombia,9
8168,3/12/20,Colombia,9
8169,3/13/20,Colombia,13
8170,3/14/20,Colombia,22
8171,3/15/20,Colombia,34
8172,3/16/20,Colombia,54
8173,3/17/20,Colombia,65
8174,3/18/20,Colombia,93
8175,3/19/20,Colombia,102
8176,3/20/20,Colombia,128
8177,3/21/20,Colombia,196
8178,3/22/20,Colombia,231
8179,3/23/20,Colombia,277
8180,3/24/20,Colombia,378
8181,3/25/20,Colombia,470
8182,3/26/20,Colombia,491
8183,3/27/20,Colombia,539
8184,3/28/20,Colombia,608
8185,3/29/20,Colombia,702
8186,3/30/20,Colombia,798
8187,3/31/20,Colombia,906
8188,4/1/20,Colombia,1065
8189,4/2/20,Colombia,1161
8190,4/3/20,Colombia,1267
8191,4/4/20,Colombia,1406
8192,4/5/20,Colombia,1485
8193,4/6/20,Colombia,1579
8194,4/7/20,Colombia,1780
8195,4/8/20,Colombia,2054
8196,4/9/20,Colombia,2223
8197,4/10/20,Colombia,2473
8198,4/11/20,Colombia,2709
8199,4/12/20,Colombia,2776
8200,4/13/20,Colombia,2852
8201,4/14/20,Colombia,2979
8202,4/15/20,Colombia,3105
8203,4/16/20,Colombia,3233
8204,4/17/20,Colombia,3439
8205,4/18/20,Colombia,3439
8206,4/19/20,Colombia,3792
8207,4/20/20,Colombia,3977
8208,4/21/20,Colombia,4149
8209,4/22/20,Colombia,4356
8210,4/23/20,Colombia,4561
8211,4/24/20,Colombia,4881
8212,4/25/20,Colombia,5142
8213,4/26/20,Colombia,5379
8214,4/27/20,Colombia,5597
8215,4/28/20,Colombia,5949
8216,4/29/20,Colombia,6207
8217,1/22/20,Congo (Brazzaville),0
8218,1/23/20,Congo (Brazzaville),0
8219,1/24/20,Congo (Brazzaville),0
8220,1/25/20,Congo (Brazzaville),0
8221,1/26/20,Congo (Brazzaville),0
8222,1/27/20,Congo (Brazzaville),0
8223,1/28/20,Congo (Brazzaville),0
8224,1/29/20,Congo (Brazzaville),0
8225,1/30/20,Congo (Brazzaville),0
8226,1/31/20,Congo (Brazzaville),0
8227,2/1/20,Congo (Brazzaville),0
8228,2/2/20,Congo (Brazzaville),0
8229,2/3/20,Congo (Brazzaville),0
8230,2/4/20,Congo (Brazzaville),0
8231,2/5/20,Congo (Brazzaville),0
8232,2/6/20,Congo (Brazzaville),0
8233,2/7/20,Congo (Brazzaville),0
8234,2/8/20,Congo (Brazzaville),0
8235,2/9/20,Congo (Brazzaville),0
8236,2/10/20,Congo (Brazzaville),0
8237,2/11/20,Congo (Brazzaville),0
8238,2/12/20,Congo (Brazzaville),0
8239,2/13/20,Congo (Brazzaville),0
8240,2/14/20,Congo (Brazzaville),0
8241,2/15/20,Congo (Brazzaville),0
8242,2/16/20,Congo (Brazzaville),0
8243,2/17/20,Congo (Brazzaville),0
8244,2/18/20,Congo (Brazzaville),0
8245,2/19/20,Congo (Brazzaville),0
8246,2/20/20,Congo (Brazzaville),0
8247,2/21/20,Congo (Brazzaville),0
8248,2/22/20,Congo (Brazzaville),0
8249,2/23/20,Congo (Brazzaville),0
8250,2/24/20,Congo (Brazzaville),0
8251,2/25/20,Congo (Brazzaville),0
8252,2/26/20,Congo (Brazzaville),0
8253,2/27/20,Congo (Brazzaville),0
8254,2/28/20,Congo (Brazzaville),0
8255,2/29/20,Congo (Brazzaville),0
8256,3/1/20,Congo (Brazzaville),0
8257,3/2/20,Congo (Brazzaville),0
8258,3/3/20,Congo (Brazzaville),0
8259,3/4/20,Congo (Brazzaville),0
8260,3/5/20,Congo (Brazzaville),0
8261,3/6/20,Congo (Brazzaville),0
8262,3/7/20,Congo (Brazzaville),0
8263,3/8/20,Congo (Brazzaville),0
8264,3/9/20,Congo (Brazzaville),0
8265,3/10/20,Congo (Brazzaville),0
8266,3/11/20,Congo (Brazzaville),0
8267,3/12/20,Congo (Brazzaville),0
8268,3/13/20,Congo (Brazzaville),0
8269,3/14/20,Congo (Brazzaville),0
8270,3/15/20,Congo (Brazzaville),1
8271,3/16/20,Congo (Brazzaville),1
8272,3/17/20,Congo (Brazzaville),1
8273,3/18/20,Congo (Brazzaville),1
8274,3/19/20,Congo (Brazzaville),3
8275,3/20/20,Congo (Brazzaville),3
8276,3/21/20,Congo (Brazzaville),3
8277,3/22/20,Congo (Brazzaville),3
8278,3/23/20,Congo (Brazzaville),4
8279,3/24/20,Congo (Brazzaville),4
8280,3/25/20,Congo (Brazzaville),4
8281,3/26/20,Congo (Brazzaville),4
8282,3/27/20,Congo (Brazzaville),4
8283,3/28/20,Congo (Brazzaville),4
8284,3/29/20,Congo (Brazzaville),19
8285,3/30/20,Congo (Brazzaville),19
8286,3/31/20,Congo (Brazzaville),19
8287,4/1/20,Congo (Brazzaville),19
8288,4/2/20,Congo (Brazzaville),22
8289,4/3/20,Congo (Brazzaville),22
8290,4/4/20,Congo (Brazzaville),22
8291,4/5/20,Congo (Brazzaville),45
8292,4/6/20,Congo (Brazzaville),45
8293,4/7/20,Congo (Brazzaville),45
8294,4/8/20,Congo (Brazzaville),45
8295,4/9/20,Congo (Brazzaville),60
8296,4/10/20,Congo (Brazzaville),60
8297,4/11/20,Congo (Brazzaville),60
8298,4/12/20,Congo (Brazzaville),60
8299,4/13/20,Congo (Brazzaville),60
8300,4/14/20,Congo (Brazzaville),60
8301,4/15/20,Congo (Brazzaville),117
8302,4/16/20,Congo (Brazzaville),117
8303,4/17/20,Congo (Brazzaville),143
8304,4/18/20,Congo (Brazzaville),143
8305,4/19/20,Congo (Brazzaville),143
8306,4/20/20,Congo (Brazzaville),160
8307,4/21/20,Congo (Brazzaville),165
8308,4/22/20,Congo (Brazzaville),186
8309,4/23/20,Congo (Brazzaville),186
8310,4/24/20,Congo (Brazzaville),200
8311,4/25/20,Congo (Brazzaville),200
8312,4/26/20,Congo (Brazzaville),200
8313,4/27/20,Congo (Brazzaville),200
8314,4/28/20,Congo (Brazzaville),207
8315,4/29/20,Congo (Brazzaville),207
8316,1/22/20,Congo (Kinshasa),0
8317,1/23/20,Congo (Kinshasa),0
8318,1/24/20,Congo (Kinshasa),0
8319,1/25/20,Congo (Kinshasa),0
8320,1/26/20,Congo (Kinshasa),0
8321,1/27/20,Congo (Kinshasa),0
8322,1/28/20,Congo (Kinshasa),0
8323,1/29/20,Congo (Kinshasa),0
8324,1/30/20,Congo (Kinshasa),0
8325,1/31/20,Congo (Kinshasa),0
8326,2/1/20,Congo (Kinshasa),0
8327,2/2/20,Congo (Kinshasa),0
8328,2/3/20,Congo (Kinshasa),0
8329,2/4/20,Congo (Kinshasa),0
8330,2/5/20,Congo (Kinshasa),0
8331,2/6/20,Congo (Kinshasa),0
8332,2/7/20,Congo (Kinshasa),0
8333,2/8/20,Congo (Kinshasa),0
8334,2/9/20,Congo (Kinshasa),0
8335,2/10/20,Congo (Kinshasa),0
8336,2/11/20,Congo (Kinshasa),0
8337,2/12/20,Congo (Kinshasa),0
8338,2/13/20,Congo (Kinshasa),0
8339,2/14/20,Congo (Kinshasa),0
8340,2/15/20,Congo (Kinshasa),0
8341,2/16/20,Congo (Kinshasa),0
8342,2/17/20,Congo (Kinshasa),0
8343,2/18/20,Congo (Kinshasa),0
8344,2/19/20,Congo (Kinshasa),0
8345,2/20/20,Congo (Kinshasa),0
8346,2/21/20,Congo (Kinshasa),0
8347,2/22/20,Congo (Kinshasa),0
8348,2/23/20,Congo (Kinshasa),0
8349,2/24/20,Congo (Kinshasa),0
8350,2/25/20,Congo (Kinshasa),0
8351,2/26/20,Congo (Kinshasa),0
8352,2/27/20,Congo (Kinshasa),0
8353,2/28/20,Congo (Kinshasa),0
8354,2/29/20,Congo (Kinshasa),0
8355,3/1/20,Congo (Kinshasa),0
8356,3/2/20,Congo (Kinshasa),0
8357,3/3/20,Congo (Kinshasa),0
8358,3/4/20,Congo (Kinshasa),0
8359,3/5/20,Congo (Kinshasa),0
8360,3/6/20,Congo (Kinshasa),0
8361,3/7/20,Congo (Kinshasa),0
8362,3/8/20,Congo (Kinshasa),0
8363,3/9/20,Congo (Kinshasa),0
8364,3/10/20,Congo (Kinshasa),0
8365,3/11/20,Congo (Kinshasa),1
8366,3/12/20,Congo (Kinshasa),1
8367,3/13/20,Congo (Kinshasa),2
8368,3/14/20,Congo (Kinshasa),2
8369,3/15/20,Congo (Kinshasa),2
8370,3/16/20,Congo (Kinshasa),2
8371,3/17/20,Congo (Kinshasa),3
8372,3/18/20,Congo (Kinshasa),4
8373,3/19/20,Congo (Kinshasa),14
8374,3/20/20,Congo (Kinshasa),18
8375,3/21/20,Congo (Kinshasa),23
8376,3/22/20,Congo (Kinshasa),30
8377,3/23/20,Congo (Kinshasa),36
8378,3/24/20,Congo (Kinshasa),45
8379,3/25/20,Congo (Kinshasa),48
8380,3/26/20,Congo (Kinshasa),51
8381,3/27/20,Congo (Kinshasa),51
8382,3/28/20,Congo (Kinshasa),65
8383,3/29/20,Congo (Kinshasa),65
8384,3/30/20,Congo (Kinshasa),81
8385,3/31/20,Congo (Kinshasa),98
8386,4/1/20,Congo (Kinshasa),109
8387,4/2/20,Congo (Kinshasa),134
8388,4/3/20,Congo (Kinshasa),134
8389,4/4/20,Congo (Kinshasa),154
8390,4/5/20,Congo (Kinshasa),154
8391,4/6/20,Congo (Kinshasa),161
8392,4/7/20,Congo (Kinshasa),180
8393,4/8/20,Congo (Kinshasa),180
8394,4/9/20,Congo (Kinshasa),180
8395,4/10/20,Congo (Kinshasa),215
8396,4/11/20,Congo (Kinshasa),223
8397,4/12/20,Congo (Kinshasa),234
8398,4/13/20,Congo (Kinshasa),235
8399,4/14/20,Congo (Kinshasa),241
8400,4/15/20,Congo (Kinshasa),254
8401,4/16/20,Congo (Kinshasa),267
8402,4/17/20,Congo (Kinshasa),287
8403,4/18/20,Congo (Kinshasa),307
8404,4/19/20,Congo (Kinshasa),327
8405,4/20/20,Congo (Kinshasa),332
8406,4/21/20,Congo (Kinshasa),350
8407,4/22/20,Congo (Kinshasa),359
8408,4/23/20,Congo (Kinshasa),377
8409,4/24/20,Congo (Kinshasa),394
8410,4/25/20,Congo (Kinshasa),416
8411,4/26/20,Congo (Kinshasa),442
8412,4/27/20,Congo (Kinshasa),459
8413,4/28/20,Congo (Kinshasa),471
8414,4/29/20,Congo (Kinshasa),491
8415,1/22/20,Costa Rica,0
8416,1/23/20,Costa Rica,0
8417,1/24/20,Costa Rica,0
8418,1/25/20,Costa Rica,0
8419,1/26/20,Costa Rica,0
8420,1/27/20,Costa Rica,0
8421,1/28/20,Costa Rica,0
8422,1/29/20,Costa Rica,0
8423,1/30/20,Costa Rica,0
8424,1/31/20,Costa Rica,0
8425,2/1/20,Costa Rica,0
8426,2/2/20,Costa Rica,0
8427,2/3/20,Costa Rica,0
8428,2/4/20,Costa Rica,0
8429,2/5/20,Costa Rica,0
8430,2/6/20,Costa Rica,0
8431,2/7/20,Costa Rica,0
8432,2/8/20,Costa Rica,0
8433,2/9/20,Costa Rica,0
8434,2/10/20,Costa Rica,0
8435,2/11/20,Costa Rica,0
8436,2/12/20,Costa Rica,0
8437,2/13/20,Costa Rica,0
8438,2/14/20,Costa Rica,0
8439,2/15/20,Costa Rica,0
8440,2/16/20,Costa Rica,0
8441,2/17/20,Costa Rica,0
8442,2/18/20,Costa Rica,0
8443,2/19/20,Costa Rica,0
8444,2/20/20,Costa Rica,0
8445,2/21/20,Costa Rica,0
8446,2/22/20,Costa Rica,0
8447,2/23/20,Costa Rica,0
8448,2/24/20,Costa Rica,0
8449,2/25/20,Costa Rica,0
8450,2/26/20,Costa Rica,0
8451,2/27/20,Costa Rica,0
8452,2/28/20,Costa Rica,0
8453,2/29/20,Costa Rica,0
8454,3/1/20,Costa Rica,0
8455,3/2/20,Costa Rica,0
8456,3/3/20,Costa Rica,0
8457,3/4/20,Costa Rica,0
8458,3/5/20,Costa Rica,0
8459,3/6/20,Costa Rica,1
8460,3/7/20,Costa Rica,1
8461,3/8/20,Costa Rica,5
8462,3/9/20,Costa Rica,9
8463,3/10/20,Costa Rica,9
8464,3/11/20,Costa Rica,13
8465,3/12/20,Costa Rica,22
8466,3/13/20,Costa Rica,23
8467,3/14/20,Costa Rica,26
8468,3/15/20,Costa Rica,27
8469,3/16/20,Costa Rica,35
8470,3/17/20,Costa Rica,41
8471,3/18/20,Costa Rica,50
8472,3/19/20,Costa Rica,69
8473,3/20/20,Costa Rica,89
8474,3/21/20,Costa Rica,117
8475,3/22/20,Costa Rica,134
8476,3/23/20,Costa Rica,158
8477,3/24/20,Costa Rica,177
8478,3/25/20,Costa Rica,201
8479,3/26/20,Costa Rica,231
8480,3/27/20,Costa Rica,263
8481,3/28/20,Costa Rica,295
8482,3/29/20,Costa Rica,314
8483,3/30/20,Costa Rica,330
8484,3/31/20,Costa Rica,347
8485,4/1/20,Costa Rica,375
8486,4/2/20,Costa Rica,396
8487,4/3/20,Costa Rica,416
8488,4/4/20,Costa Rica,435
8489,4/5/20,Costa Rica,454
8490,4/6/20,Costa Rica,467
8491,4/7/20,Costa Rica,483
8492,4/8/20,Costa Rica,502
8493,4/9/20,Costa Rica,539
8494,4/10/20,Costa Rica,558
8495,4/11/20,Costa Rica,577
8496,4/12/20,Costa Rica,595
8497,4/13/20,Costa Rica,612
8498,4/14/20,Costa Rica,618
8499,4/15/20,Costa Rica,626
8500,4/16/20,Costa Rica,642
8501,4/17/20,Costa Rica,649
8502,4/18/20,Costa Rica,655
8503,4/19/20,Costa Rica,660
8504,4/20/20,Costa Rica,662
8505,4/21/20,Costa Rica,669
8506,4/22/20,Costa Rica,681
8507,4/23/20,Costa Rica,686
8508,4/24/20,Costa Rica,687
8509,4/25/20,Costa Rica,693
8510,4/26/20,Costa Rica,695
8511,4/27/20,Costa Rica,697
8512,4/28/20,Costa Rica,705
8513,4/29/20,Costa Rica,713
8514,1/22/20,Cote d'Ivoire,0
8515,1/23/20,Cote d'Ivoire,0
8516,1/24/20,Cote d'Ivoire,0
8517,1/25/20,Cote d'Ivoire,0
8518,1/26/20,Cote d'Ivoire,0
8519,1/27/20,Cote d'Ivoire,0
8520,1/28/20,Cote d'Ivoire,0
8521,1/29/20,Cote d'Ivoire,0
8522,1/30/20,Cote d'Ivoire,0
8523,1/31/20,Cote d'Ivoire,0
8524,2/1/20,Cote d'Ivoire,0
8525,2/2/20,Cote d'Ivoire,0
8526,2/3/20,Cote d'Ivoire,0
8527,2/4/20,Cote d'Ivoire,0
8528,2/5/20,Cote d'Ivoire,0
8529,2/6/20,Cote d'Ivoire,0
8530,2/7/20,Cote d'Ivoire,0
8531,2/8/20,Cote d'Ivoire,0
8532,2/9/20,Cote d'Ivoire,0
8533,2/10/20,Cote d'Ivoire,0
8534,2/11/20,Cote d'Ivoire,0
8535,2/12/20,Cote d'Ivoire,0
8536,2/13/20,Cote d'Ivoire,0
8537,2/14/20,Cote d'Ivoire,0
8538,2/15/20,Cote d'Ivoire,0
8539,2/16/20,Cote d'Ivoire,0
8540,2/17/20,Cote d'Ivoire,0
8541,2/18/20,Cote d'Ivoire,0
8542,2/19/20,Cote d'Ivoire,0
8543,2/20/20,Cote d'Ivoire,0
8544,2/21/20,Cote d'Ivoire,0
8545,2/22/20,Cote d'Ivoire,0
8546,2/23/20,Cote d'Ivoire,0
8547,2/24/20,Cote d'Ivoire,0
8548,2/25/20,Cote d'Ivoire,0
8549,2/26/20,Cote d'Ivoire,0
8550,2/27/20,Cote d'Ivoire,0
8551,2/28/20,Cote d'Ivoire,0
8552,2/29/20,Cote d'Ivoire,0
8553,3/1/20,Cote d'Ivoire,0
8554,3/2/20,Cote d'Ivoire,0
8555,3/3/20,Cote d'Ivoire,0
8556,3/4/20,Cote d'Ivoire,0
8557,3/5/20,Cote d'Ivoire,0
8558,3/6/20,Cote d'Ivoire,0
8559,3/7/20,Cote d'Ivoire,0
8560,3/8/20,Cote d'Ivoire,0
8561,3/9/20,Cote d'Ivoire,0
8562,3/10/20,Cote d'Ivoire,0
8563,3/11/20,Cote d'Ivoire,1
8564,3/12/20,Cote d'Ivoire,1
8565,3/13/20,Cote d'Ivoire,1
8566,3/14/20,Cote d'Ivoire,1
8567,3/15/20,Cote d'Ivoire,1
8568,3/16/20,Cote d'Ivoire,1
8569,3/17/20,Cote d'Ivoire,5
8570,3/18/20,Cote d'Ivoire,6
8571,3/19/20,Cote d'Ivoire,9
8572,3/20/20,Cote d'Ivoire,9
8573,3/21/20,Cote d'Ivoire,14
8574,3/22/20,Cote d'Ivoire,14
8575,3/23/20,Cote d'Ivoire,25
8576,3/24/20,Cote d'Ivoire,73
8577,3/25/20,Cote d'Ivoire,80
8578,3/26/20,Cote d'Ivoire,96
8579,3/27/20,Cote d'Ivoire,101
8580,3/28/20,Cote d'Ivoire,101
8581,3/29/20,Cote d'Ivoire,165
8582,3/30/20,Cote d'Ivoire,168
8583,3/31/20,Cote d'Ivoire,179
8584,4/1/20,Cote d'Ivoire,190
8585,4/2/20,Cote d'Ivoire,194
8586,4/3/20,Cote d'Ivoire,218
8587,4/4/20,Cote d'Ivoire,245
8588,4/5/20,Cote d'Ivoire,261
8589,4/6/20,Cote d'Ivoire,323
8590,4/7/20,Cote d'Ivoire,349
8591,4/8/20,Cote d'Ivoire,384
8592,4/9/20,Cote d'Ivoire,444
8593,4/10/20,Cote d'Ivoire,444
8594,4/11/20,Cote d'Ivoire,533
8595,4/12/20,Cote d'Ivoire,574
8596,4/13/20,Cote d'Ivoire,626
8597,4/14/20,Cote d'Ivoire,638
8598,4/15/20,Cote d'Ivoire,638
8599,4/16/20,Cote d'Ivoire,654
8600,4/17/20,Cote d'Ivoire,688
8601,4/18/20,Cote d'Ivoire,801
8602,4/19/20,Cote d'Ivoire,847
8603,4/20/20,Cote d'Ivoire,847
8604,4/21/20,Cote d'Ivoire,916
8605,4/22/20,Cote d'Ivoire,952
8606,4/23/20,Cote d'Ivoire,1004
8607,4/24/20,Cote d'Ivoire,1077
8608,4/25/20,Cote d'Ivoire,1077
8609,4/26/20,Cote d'Ivoire,1150
8610,4/27/20,Cote d'Ivoire,1164
8611,4/28/20,Cote d'Ivoire,1183
8612,4/29/20,Cote d'Ivoire,1238
8613,1/22/20,Croatia,0
8614,1/23/20,Croatia,0
8615,1/24/20,Croatia,0
8616,1/25/20,Croatia,0
8617,1/26/20,Croatia,0
8618,1/27/20,Croatia,0
8619,1/28/20,Croatia,0
8620,1/29/20,Croatia,0
8621,1/30/20,Croatia,0
8622,1/31/20,Croatia,0
8623,2/1/20,Croatia,0
8624,2/2/20,Croatia,0
8625,2/3/20,Croatia,0
8626,2/4/20,Croatia,0
8627,2/5/20,Croatia,0
8628,2/6/20,Croatia,0
8629,2/7/20,Croatia,0
8630,2/8/20,Croatia,0
8631,2/9/20,Croatia,0
8632,2/10/20,Croatia,0
8633,2/11/20,Croatia,0
8634,2/12/20,Croatia,0
8635,2/13/20,Croatia,0
8636,2/14/20,Croatia,0
8637,2/15/20,Croatia,0
8638,2/16/20,Croatia,0
8639,2/17/20,Croatia,0
8640,2/18/20,Croatia,0
8641,2/19/20,Croatia,0
8642,2/20/20,Croatia,0
8643,2/21/20,Croatia,0
8644,2/22/20,Croatia,0
8645,2/23/20,Croatia,0
8646,2/24/20,Croatia,0
8647,2/25/20,Croatia,1
8648,2/26/20,Croatia,3
8649,2/27/20,Croatia,3
8650,2/28/20,Croatia,5
8651,2/29/20,Croatia,6
8652,3/1/20,Croatia,7
8653,3/2/20,Croatia,7
8654,3/3/20,Croatia,9
8655,3/4/20,Croatia,10
8656,3/5/20,Croatia,10
8657,3/6/20,Croatia,11
8658,3/7/20,Croatia,12
8659,3/8/20,Croatia,12
8660,3/9/20,Croatia,12
8661,3/10/20,Croatia,14
8662,3/11/20,Croatia,19
8663,3/12/20,Croatia,19
8664,3/13/20,Croatia,32
8665,3/14/20,Croatia,38
8666,3/15/20,Croatia,49
8667,3/16/20,Croatia,57
8668,3/17/20,Croatia,65
8669,3/18/20,Croatia,81
8670,3/19/20,Croatia,105
8671,3/20/20,Croatia,128
8672,3/21/20,Croatia,206
8673,3/22/20,Croatia,254
8674,3/23/20,Croatia,315
8675,3/24/20,Croatia,382
8676,3/25/20,Croatia,442
8677,3/26/20,Croatia,495
8678,3/27/20,Croatia,586
8679,3/28/20,Croatia,657
8680,3/29/20,Croatia,713
8681,3/30/20,Croatia,790
8682,3/31/20,Croatia,867
8683,4/1/20,Croatia,963
8684,4/2/20,Croatia,1011
8685,4/3/20,Croatia,1079
8686,4/4/20,Croatia,1126
8687,4/5/20,Croatia,1182
8688,4/6/20,Croatia,1222
8689,4/7/20,Croatia,1282
8690,4/8/20,Croatia,1343
8691,4/9/20,Croatia,1407
8692,4/10/20,Croatia,1495
8693,4/11/20,Croatia,1534
8694,4/12/20,Croatia,1600
8695,4/13/20,Croatia,1650
8696,4/14/20,Croatia,1704
8697,4/15/20,Croatia,1741
8698,4/16/20,Croatia,1791
8699,4/17/20,Croatia,1814
8700,4/18/20,Croatia,1832
8701,4/19/20,Croatia,1871
8702,4/20/20,Croatia,1881
8703,4/21/20,Croatia,1908
8704,4/22/20,Croatia,1950
8705,4/23/20,Croatia,1981
8706,4/24/20,Croatia,2009
8707,4/25/20,Croatia,2016
8708,4/26/20,Croatia,2030
8709,4/27/20,Croatia,2039
8710,4/28/20,Croatia,2047
8711,4/29/20,Croatia,2062
8712,1/22/20,Diamond Princess,0
8713,1/23/20,Diamond Princess,0
8714,1/24/20,Diamond Princess,0
8715,1/25/20,Diamond Princess,0
8716,1/26/20,Diamond Princess,0
8717,1/27/20,Diamond Princess,0
8718,1/28/20,Diamond Princess,0
8719,1/29/20,Diamond Princess,0
8720,1/30/20,Diamond Princess,0
8721,1/31/20,Diamond Princess,0
8722,2/1/20,Diamond Princess,0
8723,2/2/20,Diamond Princess,0
8724,2/3/20,Diamond Princess,0
8725,2/4/20,Diamond Princess,0
8726,2/5/20,Diamond Princess,0
8727,2/6/20,Diamond Princess,0
8728,2/7/20,Diamond Princess,61
8729,2/8/20,Diamond Princess,61
8730,2/9/20,Diamond Princess,64
8731,2/10/20,Diamond Princess,135
8732,2/11/20,Diamond Princess,135
8733,2/12/20,Diamond Princess,175
8734,2/13/20,Diamond Princess,175
8735,2/14/20,Diamond Princess,218
8736,2/15/20,Diamond Princess,285
8737,2/16/20,Diamond Princess,355
8738,2/17/20,Diamond Princess,454
8739,2/18/20,Diamond Princess,542
8740,2/19/20,Diamond Princess,621
8741,2/20/20,Diamond Princess,634
8742,2/21/20,Diamond Princess,634
8743,2/22/20,Diamond Princess,634
8744,2/23/20,Diamond Princess,691
8745,2/24/20,Diamond Princess,691
